Name,Likes,Activity,Local,Date,Hour,Weather
Mallory,extreme_activities,Surfing,South Tamaratown,2023-10-11,14:51,Windy
Bob,water_activities,Hot Spring Bath,West Michaelfort,2023-09-27,14:54,Rainy
Charlie,sports_activities,Fencing,Martinezburgh,2023-10-04,14:43,Cloudy
Mallory,extreme_activities,Kite Flying,Jacobsmouth,2023-10-09,13:35,Sunny
Charlie,sports_activities,Gym Workout ,Lake Tammy,2023-09-20,16:49,Sunny
Alice,outdoor_activities,Beach Volleyball,East Brian,2023-09-26,14:54,Snowy
Alice,outdoor_activities,Video Games,Frederickview,2023-10-02,20:57,Sunny
Jane,artistic_activities,Art Class,North David,2023-10-12,13:06,Snowy
Charlie,sports_activities,Movie Watching,North Connie,2023-09-19,04:54,Windy
Mallory,extreme_activities,Stargazing,Jennafurt,2023-10-06,22:26,Rainy
Charlie,sports_activities,Hiking ,Smithburgh,2023-10-04,01:21,Sunny
Bob,water_activities,Swimming,Port Theodore,2023-09-21,17:56,Snowy
Mallory,extreme_activities,Stargazing,Norrischester,2023-09-19,05:10,Cloudy
Charlie,sports_activities,Beach Volleyball,Port Virginia,2023-10-07,15:57,Windy
Bob,water_activities,Snorkeling,New Keith,2023-09-24,19:41,Cloudy
Alice,outdoor_activities,Stargazing,East Meghan,2023-09-21,05:44,Rainy
Mallory,extreme_activities,Potluck Dinner,Port Shirleystad,2023-10-08,02:01,Snowy
Mallory,extreme_activities,Kite Flying,Mcdanielberg,2023-09-23,08:22,Cloudy
Charlie,sports_activities,Potluck Dinner,Torresborough,2023-10-08,21:25,Windy
Mallory,extreme_activities,Potluck Dinner,Lake Brittany,2023-10-10,05:16,Rainy
John,physical_activities,Movie Watching,West Stanley,2023-09-28,02:50,Snowy
Mallory,extreme_activities,Kite Flying,Kyleberg,2023-10-01,08:19,Sunny
Mallory,extreme_activities,Rafting,Hatfieldstad,2023-09-27,11:24,Sunny
Bob,water_activities,Sailing,West Tamara,2023-10-07,08:00,Cloudy
Doe,night_activities,Walking the dog,Bryanland,2023-10-03,06:18,Snowy
Bob,water_activities,Hot Spring Bath,Port Teresa,2023-09-29,20:20,Cloudy
Jane,artistic_activities,Knitting,Port Derekchester,2023-09-29,16:29,Snowy
Charlie,sports_activities,Baseball,Smithside,2023-10-09,20:34,Windy
Alice,outdoor_activities,Stargazing,Reginaborough,2023-10-01,05:32,Snowy
Bob,water_activities,Hot Spring Bath,Hudsonhaven,2023-09-29,08:52,Rainy
John,physical_activities,Rock Climbing ,West Donnabury,2023-09-21,19:35,Rainy
Doe,night_activities,Hiking ,Lake Leonard,2023-10-14,19:14,Rainy
Doe,night_activities,Stargazing,Morganshire,2023-10-11,20:45,Sunny
Bob,water_activities,Canoeing,Lake Paulastad,2023-10-06,13:42,Cloudy
John,physical_activities,Walking the dog,Lake Duanestad,2023-10-06,03:53,Cloudy
Mallory,extreme_activities,Kayaking,Port Laurieshire,2023-10-03,07:32,Cloudy
Bob,water_activities,Hot Spring Bath,Oliverton,2023-09-26,17:21,Rainy
John,physical_activities,Soccer,Port Justinmouth,2023-10-07,07:49,Windy
Jane,artistic_activities,Music Class,New John,2023-09-22,19:06,Cloudy
Alice,outdoor_activities,Running,East Courtney,2023-09-26,15:56,Rainy
Doe,night_activities,Hiking ,East Tara,2023-10-15,12:13,Snowy
Alice,outdoor_activities,Potluck Dinner,Perezshire,2023-10-11,21:23,Sunny
Charlie,sports_activities,Potluck Dinner,Lake Tyler,2023-09-17,05:27,Rainy
Bob,water_activities,Sailing,Bensonhaven,2023-09-27,19:10,Rainy
Alice,outdoor_activities,Hiking ,North Anita,2023-10-12,23:49,Snowy
Alice,outdoor_activities,Hiking ,North Hannahchester,2023-10-06,21:03,Sunny
Jane,artistic_activities,Art Gallery Visit,Williamsland,2023-10-06,16:24,Windy
Doe,night_activities,Walking the dog,Lake Steven,2023-10-08,04:08,Sunny
Jane,artistic_activities,Hiking ,Lake Theodoreview,2023-10-06,22:42,Rainy
Charlie,sports_activities,Baseball,Johnsonmouth,2023-09-19,17:39,Snowy
Bob,water_activities,Stargazing,Hutchinsonchester,2023-09-17,23:26,Snowy
Charlie,sports_activities,Stargazing,Jamesland,2023-09-19,23:27,Sunny
Bob,water_activities,Hiking ,Grayville,2023-10-11,02:03,Snowy
Doe,night_activities,Potluck Dinner,West Michael,2023-10-01,19:38,Snowy
Eve,home_activities,Painting ,Patrickberg,2023-10-05,08:58,Windy
John,physical_activities,Beach Volleyball,South Paige,2023-09-28,14:58,Snowy
John,physical_activities,Movie Watching,Garyville,2023-10-06,21:27,Cloudy
John,physical_activities,Tennis,Wigginsshire,2023-10-07,06:07,Rainy
Alice,outdoor_activities,Movie Watching,Cynthiaton,2023-09-21,04:00,Snowy
Jane,artistic_activities,Stargazing,Randallbury,2023-09-18,02:12,Rainy
Mallory,extreme_activities,Snowboarding ,West Kylechester,2023-09-28,06:06,Windy
John,physical_activities,Snowboarding,Jeffreyville,2023-10-11,08:04,Sunny
Charlie,sports_activities,Kite Flying,Port Michael,2023-10-14,17:08,Windy
Doe,night_activities,Stargazing,Chasechester,2023-10-04,11:10,Windy
Doe,night_activities,Movie Watching,Westburgh,2023-10-11,16:51,Sunny
Mallory,extreme_activities,Archery,East Jamesbury,2023-10-14,10:12,Windy
Mallory,extreme_activities,Rafting,Meganfort,2023-09-17,11:41,Rainy
Eve,home_activities,Dancing ,Ianview,2023-09-24,11:11,Snowy
Doe,night_activities,Hiking ,Averyport,2023-10-12,15:30,Sunny
Charlie,sports_activities,Potluck Dinner,Lestad,2023-10-02,02:47,Cloudy
Mallory,extreme_activities,Scuba Diving ,Rodriguezville,2023-10-14,14:09,Rainy
Alice,outdoor_activities,Potluck Dinner,New Shane,2023-09-19,03:20,Sunny
Alice,outdoor_activities,Sunbathing ,East Sandyberg,2023-10-14,17:46,Windy
Alice,outdoor_activities,Picnicking ,Courtneyhaven,2023-09-28,09:02,Rainy
Charlie,sports_activities,Movie Watching,Troyborough,2023-09-22,01:31,Windy
Alice,outdoor_activities,Camping ,New Travisview,2023-09-22,06:45,Rainy
Charlie,sports_activities,Gym Workout ,Robertsmouth,2023-10-13,12:59,Rainy
Jane,artistic_activities,Potluck Dinner,Jenniferville,2023-09-26,05:09,Cloudy
Mallory,extreme_activities,Rafting,West Ronaldview,2023-09-22,10:20,Cloudy
John,physical_activities,Movie Watching,Cannonport,2023-09-22,05:16,Windy
Mallory,extreme_activities,Rock Climbing ,Scottstad,2023-09-28,07:17,Rainy
Eve,home_activities,Massage ,Christophermouth,2023-10-06,07:22,Cloudy
Doe,night_activities,Movie Watching,Joshuabury,2023-10-10,12:08,Sunny
Bob,water_activities,Walking the dog,North Joshuatown,2023-10-13,21:28,Sunny
Doe,night_activities,Hiking ,Emilyport,2023-09-18,18:40,Windy
John,physical_activities,Ice Skating,Lake Meghanmouth,2023-09-28,18:11,Windy
Eve,home_activities,Knitting,Lake Rachelview,2023-10-12,06:41,Windy
Charlie,sports_activities,Baseball,North Amberhaven,2023-10-06,13:07,Cloudy
Alice,outdoor_activities,Amusement Park Visit,Port Katrina,2023-10-12,13:41,Windy
Doe,night_activities,Movie Watching,South William,2023-09-24,05:06,Rainy
Jane,artistic_activities,Magic Show Attendance,South Gina,2023-09-17,17:36,Windy
Jane,artistic_activities,Stargazing,Lake Jonathanstad,2023-09-19,02:45,Sunny
Eve,home_activities,Stargazing,Jonesport,2023-10-15,22:03,Cloudy
Doe,night_activities,Hiking ,Arroyomouth,2023-09-17,09:17,Sunny
Eve,home_activities,Dancing ,Port Christopher,2023-09-24,14:45,Sunny
Mallory,extreme_activities,Walking the dog,South Michael,2023-09-29,01:02,Snowy
Mallory,extreme_activities,Skiing ,Port Margaretside,2023-09-27,19:48,Snowy
John,physical_activities,Baseball,Paulview,2023-10-03,06:05,Cloudy
Eve,home_activities,Stargazing,Rogersberg,2023-09-28,00:29,Sunny
Charlie,sports_activities,Movie Watching,Michaelland,2023-10-12,00:52,Snowy
Mallory,extreme_activities,Potluck Dinner,Gonzalezborough,2023-09-17,04:40,Snowy
Bob,water_activities,Hot Spring Bath,Maryview,2023-09-21,12:35,Windy
John,physical_activities,Rock Climbing ,Donfurt,2023-09-27,15:50,Sunny
Jane,artistic_activities,Meditation Retreat ,Robertsonborough,2023-09-26,06:24,Rainy
Doe,night_activities,Walking the dog,Gregoryberg,2023-09-23,15:40,Sunny
John,physical_activities,Rock Climbing ,North Loretta,2023-09-25,17:58,Snowy
Charlie,sports_activities,Walking the dog,Thomasport,2023-09-22,03:53,Rainy
Jane,artistic_activities,Writing,Port Lauratown,2023-09-27,10:49,Windy
John,physical_activities,Yoga,Crosbyborough,2023-09-19,11:43,Rainy
Bob,water_activities,Walking the dog,East Amberfort,2023-09-20,03:16,Rainy
Charlie,sports_activities,Potluck Dinner,North Julia,2023-09-26,01:35,Windy
John,physical_activities,Potluck Dinner,North Yolanda,2023-10-15,22:10,Sunny
Charlie,sports_activities,Walking the dog,Calebhaven,2023-10-13,00:12,Rainy
Eve,home_activities,Card Games ,Parkerfurt,2023-09-20,08:44,Sunny
Bob,water_activities,Potluck Dinner,West Ericside,2023-09-25,23:25,Rainy
Charlie,sports_activities,Potluck Dinner,Tracyville,2023-09-26,01:22,Snowy
Doe,night_activities,Potluck Dinner,North Williamfurt,2023-10-05,09:09,Snowy
Alice,outdoor_activities,Antique Shopping,Michellefort,2023-10-12,07:34,Windy
Eve,home_activities,Massage ,Pachecoton,2023-10-01,13:52,Cloudy
Bob,water_activities,Kayaking,Dunnport,2023-09-23,11:57,Rainy
Alice,outdoor_activities,Potluck Dinner,North Nina,2023-09-17,21:22,Rainy
Bob,water_activities,Stargazing,Lake Bettyhaven,2023-09-26,00:59,Sunny
Alice,outdoor_activities,Potluck Dinner,Jesseside,2023-09-22,01:43,Snowy
Doe,night_activities,Stargazing,Reginaldtown,2023-09-16,15:30,Sunny
Jane,artistic_activities,Potluck Dinner,North David,2023-09-17,03:40,Cloudy
Alice,outdoor_activities,Board Games ,East Brandonview,2023-09-26,12:27,Rainy
Mallory,extreme_activities,Surfing,Wilkinsonshire,2023-10-11,13:08,Windy
Charlie,sports_activities,Basketball,Perryburgh,2023-10-07,09:07,Snowy
Doe,night_activities,Potluck Dinner,East Richard,2023-10-15,21:32,Rainy
Charlie,sports_activities,Snowboarding ,Jacksontown,2023-09-22,07:32,Windy
Alice,outdoor_activities,Potluck Dinner,North Ronaldbury,2023-09-20,23:56,Rainy
Charlie,sports_activities,Hiking ,North Kurt,2023-10-12,02:29,Cloudy
John,physical_activities,Potluck Dinner,Port Briannachester,2023-09-18,02:40,Cloudy
John,physical_activities,Swimming,South Rhonda,2023-10-08,12:59,Sunny
Doe,night_activities,Walking the dog,Morastad,2023-10-10,23:46,Rainy
Charlie,sports_activities,Bowling,Youngchester,2023-09-22,07:57,Snowy
Doe,night_activities,Hiking ,Johnsonport,2023-10-14,13:19,Sunny
Alice,outdoor_activities,Walking the dog,Donaldfort,2023-09-23,11:38,Snowy
Jane,artistic_activities,Potluck Dinner,West Jennifer,2023-09-28,23:17,Rainy
Mallory,extreme_activities,Movie Watching,Hollybury,2023-10-09,02:51,Cloudy
Alice,outdoor_activities,Aquarium Visit,East Debraside,2023-09-26,13:02,Windy
Eve,home_activities,Hiking ,Lewisbury,2023-10-11,04:41,Sunny
John,physical_activities,Soccer,Michelleland,2023-09-19,13:13,Windy
Mallory,extreme_activities,Ice Skating,South Bradleystad,2023-10-12,08:31,Sunny
Mallory,extreme_activities,Snowboarding ,New Katelynhaven,2023-09-16,13:27,Rainy
John,physical_activities,Stargazing,Michaelville,2023-10-15,00:29,Cloudy
Eve,home_activities,Movie Watching,Ferrellville,2023-09-20,00:40,Cloudy
Doe,night_activities,Walking the dog,Stephenton,2023-09-17,00:17,Sunny
Doe,night_activities,Movie Watching,Williamstown,2023-10-03,04:53,Rainy
Alice,outdoor_activities,Antique Shopping,Jamieberg,2023-09-19,15:50,Rainy
John,physical_activities,Meditation Retreat ,South Trevor,2023-10-06,17:27,Sunny
Jane,artistic_activities,Playing a musical instrument,Timothymouth,2023-09-19,17:25,Snowy
John,physical_activities,Movie Watching,West Victoriafort,2023-10-01,23:36,Rainy
John,physical_activities,Meditation Retreat ,Donnashire,2023-09-25,14:49,Cloudy
Bob,water_activities,Sailing,Kingside,2023-09-16,17:11,Windy
Bob,water_activities,Stargazing,Lorifort,2023-10-08,04:13,Rainy
Charlie,sports_activities,Skiing ,South Antoniohaven,2023-09-16,09:33,Snowy
John,physical_activities,Ice Skating,Bryanville,2023-10-14,18:54,Cloudy
John,physical_activities,Hiking,Danieltown,2023-09-17,13:11,Windy
Doe,night_activities,Movie Watching,Patrickstad,2023-09-23,03:56,Snowy
Jane,artistic_activities,Hiking ,Chandlerfort,2023-09-25,02:15,Windy
Charlie,sports_activities,Walking the dog,Wallacefort,2023-09-28,23:58,Windy
Alice,outdoor_activities,Walking the dog,East Paulaport,2023-10-05,06:53,Cloudy
Bob,water_activities,Scuba Diving ,Robertberg,2023-10-09,09:44,Sunny
Jane,artistic_activities,Walking the dog,North Patrickchester,2023-09-16,05:10,Snowy
Mallory,extreme_activities,Movie Watching,Andersonchester,2023-09-29,23:14,Windy
Mallory,extreme_activities,Archery,South Meganburgh,2023-10-10,10:09,Snowy
John,physical_activities,Sightseeing ,Deannaville,2023-09-28,11:03,Sunny
John,physical_activities,Walking the dog,Lake Erin,2023-09-18,22:28,Sunny
Bob,water_activities,Kayaking,Claudiaberg,2023-10-08,17:50,Sunny
Eve,home_activities,Meditation ,Doyleshire,2023-09-22,15:51,Rainy
Alice,outdoor_activities,Hiking ,Coreyberg,2023-09-21,01:12,Snowy
Doe,night_activities,Hiking ,South Aprilberg,2023-09-16,22:03,Cloudy
Bob,water_activities,Whale Watching,Robertsonshire,2023-10-15,17:13,Windy
Charlie,sports_activities,Walking the dog,Lake Rebekahside,2023-10-11,04:22,Cloudy
Mallory,extreme_activities,Walking the dog,Ashleystad,2023-10-08,02:52,Windy
Jane,artistic_activities,Potluck Dinner,Savageside,2023-10-12,05:33,Cloudy
Alice,outdoor_activities,Hiking ,South Phyllis,2023-09-29,03:07,Sunny
Alice,outdoor_activities,Kayaking,Alyssafurt,2023-09-19,12:20,Snowy
Eve,home_activities,Movie Watching,Ayalaville,2023-09-26,01:52,Snowy
Eve,home_activities,Hiking ,East Patricia,2023-09-19,02:03,Windy
Charlie,sports_activities,Stargazing,East Mathew,2023-10-15,04:36,Windy
Eve,home_activities,Knitting,Justinland,2023-10-02,18:19,Rainy
Alice,outdoor_activities,Cycling,Thomasmouth,2023-10-12,12:17,Cloudy
Alice,outdoor_activities,Hiking ,Deannaburgh,2023-09-28,03:01,Sunny
Mallory,extreme_activities,Skiing ,South Marissaton,2023-10-08,15:48,Rainy
Jane,artistic_activities,Opera Attendance ,Aprilfurt,2023-10-04,11:23,Windy
Eve,home_activities,Painting ,West Brookemouth,2023-10-04,14:20,Sunny
Mallory,extreme_activities,Surfing,Port Angel,2023-09-22,11:51,Snowy
John,physical_activities,Hair Salon Visit ,Lake Shannon,2023-09-27,18:31,Snowy
Bob,water_activities,Surfing,South Kristina,2023-10-14,11:49,Windy
Jane,artistic_activities,Walking the dog,Joshuaville,2023-09-17,03:01,Rainy
Doe,night_activities,Movie Watching,Millerburgh,2023-10-01,09:56,Windy
Charlie,sports_activities,Kite Flying,East Victoria,2023-09-29,06:19,Snowy
Mallory,extreme_activities,Walking the dog,Cindyhaven,2023-09-16,22:44,Windy
Bob,water_activities,Scuba Diving ,South Katrina,2023-09-19,17:31,Snowy
Eve,home_activities,Playing a musical instrument,Loweton,2023-09-18,06:05,Cloudy
Jane,artistic_activities,Art Gallery Visit,Cowanshire,2023-10-11,14:25,Rainy
Charlie,sports_activities,Movie Watching,Lake Johnshire,2023-10-01,00:22,Rainy
Eve,home_activities,Potluck Dinner,South Sharon,2023-09-30,03:00,Sunny
Mallory,extreme_activities,Potluck Dinner,Port Robert,2023-09-21,02:21,Snowy
Jane,artistic_activities,Playing a musical instrument,Garciaside,2023-09-18,06:01,Cloudy
Mallory,extreme_activities,Rafting,Martinville,2023-10-08,18:53,Windy
Jane,artistic_activities,Hiking ,North Melissa,2023-09-29,04:38,Rainy
John,physical_activities,Meditation Retreat ,South Christopher,2023-09-20,20:05,Cloudy
Eve,home_activities,Potluck Dinner,Shawburgh,2023-09-20,23:27,Rainy
John,physical_activities,Movie Watching,East Anthony,2023-10-01,23:27,Windy
Jane,artistic_activities,Art Class,Lake Chelsea,2023-10-10,11:33,Windy
Alice,outdoor_activities,Stargazing,Edwardsville,2023-10-10,01:38,Sunny
Mallory,extreme_activities,Rock Climbing ,South Jessica,2023-10-10,17:34,Sunny
John,physical_activities,Horseback Riding,Lake Carol,2023-10-06,20:57,Cloudy
Eve,home_activities,Yoga ,South Trevor,2023-09-23,19:03,Windy
Doe,night_activities,Movie Watching,New Maryborough,2023-09-19,04:43,Windy
Alice,outdoor_activities,Farming Activities,Lake Sarahhaven,2023-09-16,14:19,Snowy
John,physical_activities,Snowboarding,Bentleyshire,2023-09-24,09:54,Cloudy
Alice,outdoor_activities,Whale Watching,North Regina,2023-09-25,12:13,Rainy
Bob,water_activities,Kayaking,New Destinyport,2023-09-19,07:52,Windy
John,physical_activities,Potluck Dinner,Perryport,2023-09-28,05:33,Cloudy
Bob,water_activities,Walking the dog,Hughesview,2023-09-24,00:07,Windy
Jane,artistic_activities,Coffee Tasting ,East Robin,2023-10-13,17:02,Rainy
Mallory,extreme_activities,Rock Climbing ,Mariafort,2023-10-07,18:45,Snowy
Alice,outdoor_activities,Rafting ,Kathrynborough,2023-10-14,15:49,Sunny
Eve,home_activities,Hiking ,Martinstad,2023-09-17,22:11,Snowy
Eve,home_activities,Singing ,Nicolehaven,2023-09-28,20:26,Snowy
Eve,home_activities,Drawing ,Jacksonstad,2023-10-10,15:33,Snowy
Charlie,sports_activities,Scuba Diving ,Lake Diana,2023-10-13,13:09,Cloudy
Jane,artistic_activities,Opera Attendance ,Lake Vicki,2023-10-03,15:29,Windy
Bob,water_activities,Walking the dog,Ramirezborough,2023-10-11,02:02,Rainy
Bob,water_activities,Movie Watching,Port Ashleyfurt,2023-10-15,02:28,Snowy
Jane,artistic_activities,Stargazing,Port Joe,2023-09-27,01:57,Rainy
Bob,water_activities,Sauna  ,Sarahfort,2023-09-19,15:16,Rainy
Charlie,sports_activities,Stargazing,Lake James,2023-09-17,04:02,Windy
Eve,home_activities,Hot Spring Bath,East Robert,2023-10-10,15:56,Sunny
Jane,artistic_activities,Movie Watching,Wallfurt,2023-10-05,23:23,Rainy
Charlie,sports_activities,Hiking ,Port Annechester,2023-09-17,21:34,Snowy
John,physical_activities,Meditation Retreat ,New Kevinport,2023-10-03,08:21,Snowy
Alice,outdoor_activities,Shopping ,Victorialand,2023-09-23,19:06,Rainy
Jane,artistic_activities,Movie Watching,Codyburgh,2023-09-19,23:02,Sunny
Bob,water_activities,Surfing,West Meganland,2023-09-20,12:08,Windy
Alice,outdoor_activities,Kayaking,Oliverburgh,2023-10-07,09:58,Sunny
Alice,outdoor_activities,Chess ,Hansonport,2023-09-19,16:37,Sunny
Charlie,sports_activities,Basketball,Julieton,2023-09-21,18:04,Sunny
Alice,outdoor_activities,Archery ,Kimside,2023-09-22,15:51,Cloudy
Alice,outdoor_activities,Fruit Picking,New Michaelberg,2023-10-11,17:57,Snowy
Jane,artistic_activities,Theater Visit,Kimberlyhaven,2023-10-07,16:09,Snowy
Mallory,extreme_activities,Ice Skating,East Stephanie,2023-10-06,15:07,Windy
John,physical_activities,Bowling,North Michelleport,2023-10-07,12:49,Rainy
Alice,outdoor_activities,Fencing ,Christinetown,2023-09-25,10:24,Snowy
Alice,outdoor_activities,Walking the dog,Patriciamouth,2023-10-05,23:00,Snowy
Bob,water_activities,Kayaking,Patrickchester,2023-10-08,20:57,Windy
John,physical_activities,Horseback Riding,Alicialand,2023-10-06,15:50,Windy
Mallory,extreme_activities,Ice Skating,Glendamouth,2023-09-28,13:48,Snowy
Doe,night_activities,Movie Watching,Jamesmouth,2023-10-05,10:40,Cloudy
Doe,night_activities,Walking the dog,Mallorystad,2023-10-11,08:01,Cloudy
Bob,water_activities,Snorkeling,Samanthaburgh,2023-09-20,12:05,Rainy
Mallory,extreme_activities,Movie Watching,Fletcherfort,2023-10-13,00:05,Sunny
John,physical_activities,Stargazing,Alexaton,2023-09-20,04:38,Rainy
John,physical_activities,Rugby,Port Allisonport,2023-09-19,14:05,Windy
Alice,outdoor_activities,Potluck Dinner,Hughesfurt,2023-10-03,05:37,Sunny
Mallory,extreme_activities,Snowboarding ,Lake Michael,2023-09-26,08:59,Snowy
Bob,water_activities,Snorkeling,Port Jimmy,2023-10-12,06:18,Sunny
Mallory,extreme_activities,Scuba Diving ,Kelseychester,2023-09-24,09:01,Snowy
